05:41:42.219 [__MAIN__] INFO     Starting ED Autopilot V1.7.0.
05:50:37.397 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:40.415 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:42.429 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:45.447 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:46.461 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:47.475 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:49.490 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:51.507 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:52.522 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:54.538 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:56.553 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:58.566 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:59.583 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:01.598 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:04.612 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:05.627 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:06.642 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:09.656 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:10.672 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:11.688 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:13.704 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:15.719 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:16.733 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:18.749 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:20.763 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:21.778 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:23.793 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:24.809 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:25.824 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:26.838 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:28.854 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:29.868 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:31.880 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:33.896 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:34.912 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:35.927 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:37.944 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:38.957 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:39.972 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:40.986 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:44.002 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:45.016 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:46.032 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:49.046 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:50.062 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:51.076 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:54.092 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:56.107 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:51:59.122 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:01.139 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:04.154 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:06.171 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:09.185 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:12.198 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:13.224 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:13.252 [EDJOURNAL] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:16.227 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:17.242 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:18.255 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:21.269 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:23.281 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:26.296 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:28.309 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:29.323 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:30.337 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:31.352 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:34.365 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:36.381 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:39.398 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:41.412 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:42.427 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:44.441 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:46.457 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:48.474 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:49.486 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:52.501 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:53.127 [EDJOURNAL] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:53.142 [EDJOURNAL] DEBUG    Journal*.log: read: 1 ship: {'time': 29, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': False, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:52:53.514 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:54.528 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:55.542 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:57.555 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:58.274 [EDJOURNAL] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:58.288 [EDJOURNAL] DEBUG    Journal*.log: read: 1 ship: {'time': 29, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': False, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:52:58.568 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:58.569 [STATUSPARSER] DEBUG    An error occurred reading Status.json file. File may be open.
05:52:58.670 [STATUSPARSER] DEBUG    Attempting to re-read Status.json file after delay.
05:52:58.671 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:52:59.685 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:00.698 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:01.711 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:02.724 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:03.739 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:04.752 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:05.766 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:06.778 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:07.795 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:08.807 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:09.822 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:10.838 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:11.603 [EDJOURNAL] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:11.853 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:12.868 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:13.882 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:14.896 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:20.915 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:30.933 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:40.953 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:53:50.970 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:54:01.987 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:54:12.005 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:54:22.023 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:54:33.042 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:54:43.060 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:54:53.078 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:55:03.097 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:55:14.115 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:55:24.134 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:55:34.154 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:55:44.173 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:55:55.193 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:56:05.212 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:56:15.233 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:56:25.254 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:56:36.274 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:56:46.292 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:56:56.310 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:57:07.329 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:57:17.348 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:57:27.367 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:57:37.384 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:57:48.403 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:57:58.422 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:58:08.439 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:58:19.457 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:58:29.477 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:58:39.494 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:58:49.525 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:00.545 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:10.552 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:10.552 [STATUSPARSER] DEBUG    An error occurred reading Status.json file. File may be open.
05:59:10.654 [STATUSPARSER] DEBUG    Attempting to re-read Status.json file after delay.
05:59:10.655 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:20.675 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:30.693 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:41.711 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:47.280 [__MAIN__] DEBUG    Entered: restart_program
05:59:47.280 [__MAIN__] DEBUG    Entered: stop_fsd
05:59:47.280 [__MAIN__] INFO     FSD Route Assist stop
05:59:47.280 [__MAIN__] INFO     Status update: Idle
05:59:47.281 [__MAIN__] DEBUG    Entered: stop_sc
05:59:47.281 [__MAIN__] INFO     SC Assist stop
05:59:47.281 [__MAIN__] INFO     Status update: Idle
